"codigo","lat","e/w","lon","n/s","nome sem acento","uf","nome original","altitude","area"
1832,"-23.19.18","W","-46.43.37","S","franco da rocha","SP","Franco da Rocha",740.000,134.200
1833,"-03.45.36","W","-40.48.59","S","frecheirinha","CE","Frecheirinha",120.000,137.500
1834,"-27.21.33","W","-53.23.40","S","frederico westphalen","RS","Frederico Westphalen",522.000,264.500
1835,"-18.03.58","W","-41.25.46","S","frei gaspar","MG","Frei Gaspar",440.000,630.300
1836,"-18.34.28","W","-41.54.32","S","frei inocencio","MG","Frei Inocêncio",195.000,469.700
1837,"-18.10.04","W","-42.45.58","S","frei lagonegro","MG","Frei Lagonegro",830.000,169.800
1838,"-06.24.11","W","-36.27.20","S","frei martinho","PB","Frei Martinho",369.000,247.100
1839,"-07.56.23","W","-35.54.44","S","frei miguelinho","PE","Frei Miguelinho",370.000,215.800
1840,"-10.32.58","W","-37.32.04","S","frei paulo","SE","Frei Paulo",272.000,406.800
1841,"-27.10.29","W","-50.48.17","S","frei rogerio","SC","Frei Rogério",950.000,157.200
1842,"-20.16.04","W","-49.11.58","S","fronteira","MG","Fronteira",458.000,199.900
1843,"-16.53.29","W","-40.55.29","S","fronteira dos vales","MG","Fronteira dos Vales",314.000,319.800
1844,"-07.05.17","W","-40.36.59","S","fronteiras","PI","Fronteiras",426.000,786.400
1845,"-16.07.52","W","-42.31.59","S","fruta de leite","MG","Fruta de Leite",910.000,760.700
1846,"-20.01.29","W","-48.56.26","S","frutal","MG","Frutal",516.000,2436.600
1847,"-06.09.30","W","-37.50.23","S","frutuoso gomes","RN","Frutuoso Gomes",231.000,70.200
1848,"-19.55.57","W","-40.24.24","S","fundao","ES","Fundão",63.000,269.900
1849,"-19.22.03","W","-44.03.22","S","funilandia","MG","Funilândia",690.000,202.300
1850,"-21.31.52","W","-50.33.17","S","gabriel monteiro","SP","Gabriel Monteiro",436.000,138.900
1851,"-07.35.00","W","-35.47.27","S","gado bravo","PB","Gado Bravo",400.000,204.200
1852,"-22.17.29","W","-49.33.10","S","galia","SP","Gália",561.000,356.700
1853,"-18.59.58","W","-41.32.15","S","galileia","MG","Galiléia",142.000,723.600
1854,"-05.05.26","W","-36.16.31","S","galinhos","RN","Galinhos",2.000,333.400
1855,"-26.27.18","W","-52.41.09","S","galvao","SC","Galvão",655.000,131.200
1856,"-08.35.04","W","-35.23.12","S","gameleira","PE","Gameleira",101.000,260.800
1857,"-15.04.56","W","-43.07.25","S","gameleiras","MG","Gameleiras",515.000,1739.600
1858,"-13.44.38","W","-39.29.12","S","gandu","BA","Gandu",164.000,230.000
1859,"-08.53.25","W","-36.29.34","S","garanhuns","PE","Garanhuns",842.000,467.800
1860,"-09.58.03","W","-37.05.00","S","gararu","SE","Gararu",16.000,640.400
1861,"-22.12.38","W","-49.39.22","S","garca","SP","Garça",683.000,557.200
1862,"-29.15.22","W","-51.32.01","S","garibaldi","RS","Garibaldi",617.000,272.600
1863,"-28.01.24","W","-48.36.48","S","garopaba","SC","Garopaba",18.000,108.300
1864,"-01.56.03","W","-47.03.09","S","garrafao do norte","PA","Garrafão do Norte",56.000,1799.200
1865,"-28.11.01","W","-55.38.20","S","garruchos","RS","Garruchos",69.000,830.900
1866,"-26.01.36","W","-48.51.18","S","garuva","SC","Garuva",25.000,499.700
1867,"-26.55.53","W","-48.57.32","S","gaspar","SC","Gaspar",18.000,369.800
1868,"-20.47.55","W","-50.11.13","S","gastao vidigal","SP","Gastão Vidigal",401.000,181.300
1869,"-13.14.32","W","-53.04.47","S","gaucha do norte","MT","Gaúcha do Norte",0.000,16963.000
1870,"-27.35.03","W","-52.05.39","S","gaurama","RS","Gaurama",787.000,201.100
1871,"-11.28.14","W","-39.47.02","S","gaviao","BA","Gavião",312.000,336.800
1872,"-21.50.20","W","-48.29.41","S","gaviao peixoto","SP","Gavião Peixoto",515.000,244.300
1873,"-07.09.28","W","-41.21.40","S","geminiano","PI","Geminiano",260.000,466.800
1874,"-29.54.18","W","-51.45.37","S","general camara","RS","General Câmara",35.000,494.200
1875,"-15.42.39","W","-52.45.19","S","general carneiro","MT","General Carneiro",343.000,4146.900
1876,"-26.25.39","W","-51.18.56","S","general carneiro","PR","General Carneiro",983.000,1071.700
1877,"-10.41.20","W","-36.59.02","S","general maynard","SE","General Maynard",38.000,18.100
1878,"-20.38.54","W","-50.21.38","S","general salgado","SP","General Salgado",418.000,494.600
1879,"-04.03.10","W","-39.27.16","S","general sampaio","CE","General Sampaio",95.000,184.900
1880,"-28.25.49","W","-52.02.08","S","gentil","RS","Gentil",774.000,183.700
1881,"-11.25.44","W","-42.30.10","S","gentio do ouro","BA","Gentio do Ouro",1098.000,3685.800
1882,"-21.47.55","W","-49.55.43","S","getulina","SP","Getulina",487.000,677.200
1883,"-27.53.25","W","-52.13.39","S","getulio vargas","RS","Getúlio Vargas",637.000,286.000
1884,"-09.49.54","W","-45.20.38","S","gilbues","PI","Gilbués",481.000,3489.400
1885,"-09.53.03","W","-36.49.44","S","girau do ponciano","AL","Girau do Ponciano",244.000,504.300
1886,"-28.01.42","W","-54.20.59","S","girua","RS","Giruá",429.000,827.400
1887,"-16.50.59","W","-43.41.50","S","glaucilandia","MG","Glaucilândia",665.000,146.000
1888,"-21.22.34","W","-50.12.21","S","glicerio","SP","Glicério",400.000,274.800
1889,"-09.20.17","W","-38.15.17","S","gloria","BA","Glória",250.000,1282.100
1890,"-15.46.06","W","-58.13.04","S","gloria d'oeste","MT","Glória d'Oeste",0.000,849.300
1891,"-22.25.03","W","-54.13.57","S","gloria de dourados","MS","Glória de Dourados",400.000,493.000
1892,"-08.00.06","W","-35.17.34","S","gloria do goita","PE","Glória do Goitá",158.000,211.800
1893,"-29.52.50","W","-50.46.59","S","glorinha","RS","Glorinha",58.000,336.500
1894,"-01.24.12","W","-45.46.48","S","godofredo viana","MA","Godofredo Viana",10.000,462.400
1895,"-24.10.36","W","-51.55.27","S","godoy moreira","PR","Godoy Moreira",512.000,130.800
1896,"-18.58.56","W","-41.13.21","S","goiabeira","MG","Goiabeira",180.000,111.600
1897,"-07.33.38","W","-35.00.09","S","goiana","PE","Goiana",13.000,494.200
1898,"-21.32.14","W","-43.12.06","S","goiana","MG","Goianá",410.000,153.600
1899,"-16.30.38","W","-49.01.26","S","goianapolis","GO","Goianápolis",982.000,163.000
1900,"-18.07.54","W","-48.05.06","S","goiandira","GO","Goiandira",848.000,562.500
1901,"-15.19.03","W","-49.07.03","S","goianesia","GO","Goianésia",640.000,1419.000
1902,"-03.50.33","W","-49.05.49","S","goianesia do para","PA","Goianésia do Pará",103.000,6958.800
1903,"-16.40.43","W","-49.15.14","S","goiania","GO","Goiânia",749.000,743.000
1904,"-06.15.53","W","-35.12.45","S","goianinha","RN","Goianinha",19.000,180.700
1905,"-16.29.46","W","-49.25.35","S","goianira","GO","Goianira",757.000,201.100
1906,"-08.46.33","W","-48.55.54","S","goianorte","TO","Goianorte",256.000,1808.500
1907,"-15.56.04","W","-50.08.25","S","goias","GO","Goiás",496.000,3118.800
1908,"-07.42.36","W","-47.18.51","S","goiatins","TO","Goiatins",192.000,6435.600
1909,"-18.00.45","W","-49.21.17","S","goiatuba","GO","Goiatuba",774.000,2483.000
1910,"-24.11.05","W","-53.01.39","S","goioere","PR","Goioerê",505.000,529.500
1911,"-25.11.41","W","-51.59.33","S","goioxim","PR","Goioxim",973.000,694.500
1912,"-22.39.32","W","-45.51.21","S","goncalves","MG","Gonçalves",1256.000,189.700
1913,"-05.09.04","W","-44.17.58","S","goncalves dias","MA","Gonçalves Dias",140.000,1118.000
1914,"-14.19.20","W","-39.27.53","S","gongogi","BA","Gongogi",115.000,199.100
1915,"-18.49.20","W","-42.28.45","S","gonzaga","MG","Gonzaga",795.000,211.300
1916,"-18.27.16","W","-43.44.27","S","gouvea","MG","Gouvêa",1113.000,877.700
1917,"-18.38.33","W","-50.03.58","S","gouvelandia","GO","Gouvelândia",395.000,833.300
1918,"-05.01.20","W","-44.16.16","S","governador archer","MA","Governador Archer",145.000,426.800
1919,"-27.18.53","W","-48.33.33","S","governador celso ramos","SC","Governador Celso Ramos",40.000,105.000
1920,"-05.27.32","W","-37.31.15","S","governador dix-sept rosado","RN","Governador Dix-Sept Rosado",26.000,1268.900
1921,"-05.44.55","W","-47.21.38","S","governador edison lobao","MA","Governador Edison Lobão",208.000,620.400
1922,"-05.19.23","W","-44.14.48","S","governador eugenio barros","MA","Governador Eugênio Barros",145.000,676.500
1923,"-10.31.30","W","-62.38.38","S","governador jorge teixeira","RO","Governador Jorge Teixeira",190.000,5091.600
1924,"-05.28.07","W","-44.04.26","S","governador luiz rocha","MA","Governador Luiz Rocha",119.000,376.700
1925,"-12.36.07","W","-39.02.36","S","governador mangabeira","BA","Governador Mangabeira",204.000,94.700
1926,"-03.25.34","W","-45.40.33","S","governador newton bello","MA","Governador Newton Bello",0.000,1052.200
1927,"-02.07.33","W","-45.53.07","S","governador nunes freire","MA","Governador Nunes Freire",0.000,1130.600
1928,"-18.51.04","W","-41.56.58","S","governador valadares","MG","Governador Valadares",170.000,2355.400
1929,"-04.02.46","W","-40.45.10","S","graca","CE","Graça",179.000,261.300
1930,"-05.24.35","W","-44.20.03","S","graca aranha","MA","Graça Aranha",192.000,362.100
1931,"-10.13.36","W","-37.11.54","S","gracho cardoso","SE","Gracho Cardoso",242.000,236.200
1932,"-05.49.10","W","-46.08.19","S","grajau","MA","Grajaú",172.000,7205.100
1933,"-29.22.43","W","-50.52.26","S","gramado","RS","Gramado",825.000,242.900
1934,"-27.26.38","W","-52.55.03","S","gramado dos loureiros","RS","Gramado dos Loureiros",520.000,141.700
1935,"-29.16.05","W","-52.34.44","S","gramado xavier","RS","Gramado Xavier",463.000,216.600
1936,"-24.08.47","W","-51.30.23","S","grandes rios","PR","Grandes Rios",610.000,306.600
1937,"-07.42.58","W","-39.36.53","S","granito","PE","Granito",447.000,519.700
1938,"-03.07.13","W","-40.49.34","S","granja","CE","Granja",10.000,2705.000
1939,"-06.53.18","W","-39.13.04","S","granjeiro","CE","Granjeiro",311.000,99.000
1940,"-16.33.34","W","-42.53.23","S","grao mogol","MG","Grão Mogol",829.000,3902.800
1941,"-28.11.06","W","-49.12.53","S","grao para","SC","Grão Pará",110.000,329.000
1942,"-08.12.04","W","-35.33.53","S","gravata","PE","Gravatá",447.000,491.500
1943,"-29.56.40","W","-50.59.31","S","gravatai","RS","Gravataí",26.000,478.800
1944,"-28.19.52","W","-49.02.07","S","gravatal","SC","Gravatal",30.000,194.300
1945,"-03.54.48","W","-40.23.00","S","groairas","CE","Groaíras",88.000,156.100
1946,"-04.58.47","W","-37.09.17","S","grossos","RN","Grossos",5.000,138.900
1947,"-18.29.39","W","-47.43.20","S","grupiara","MG","Grupiara",669.000,193.100
1948,"-28.32.27","W","-51.41.25","S","guabiju","RS","Guabiju",720.000,147.500
1949,"-27.05.09","W","-48.58.52","S","guabiruba","SC","Guabiruba",60.000,173.200
1950,"-20.46.32","W","-41.40.46","S","guacui","ES","Guaçuí",590.000,467.800
1951,"-06.47.13","W","-43.34.09","S","guadalupe","PI","Guadalupe",177.000,1020.800
1952,"-30.06.50","W","-51.19.30","S","guaiba","RS","Guaíba",23.000,377.200
1953,"-21.37.19","W","-49.47.55","S","guaicara","SP","Guaiçara",461.000,270.000
1954,"-21.54.36","W","-49.53.48","S","guaimbe","SP","Guaimbê",469.000,218.000
1955,"-24.04.48","W","-54.15.21","S","guaira","PR","Guaíra",220.000,504.700
1956,"-20.19.06","W","-48.18.38","S","guaira","SP","Guaíra",517.000,1262.200
1957,"-22.56.04","W","-52.41.08","S","guairaca","PR","Guairaçá",470.000,491.000
1958,"-04.02.23","W","-38.38.14","S","guaiuba","CE","Guaiúba",62.000,271.300
1959,"-07.32.45","W","-72.35.01","S","guajara","AM","Guajará",0.000,8983.700
1960,"-10.46.58","W","-65.20.22","S","guajara-mirim","RO","Guajará-Mirim",128.000,25214.000
1961,"-14.32.50","W","-41.56.25","S","guajeru","BA","Guajeru",628.000,645.800
1962,"-05.06.27","W","-36.19.13","S","guamare","RN","Guamaré",3.000,278.600
1963,"-25.11.29","W","-50.48.17","S","guamiranga","PR","Guamiranga",801.000,216.100
1964,"-14.13.24","W","-42.46.53","S","guanambi","BA","Guanambi",530.000,1264.500
1965,"-18.46.30","W","-42.55.57","S","guanhaes","MG","Guanhães",777.000,1079.300
1966,"-20.45.42","W","-45.55.03","S","guape","MG","Guapé",760.000,937.200
1967,"-20.47.42","W","-49.13.13","S","guapiacu","SP","Guapiaçu",505.000,326.000
1968,"-24.11.06","W","-48.31.58","S","guapiara","SP","Guapiara",750.000,408.500
1969,"-22.32.14","W","-42.58.55","S","guapimirim","RJ","Guapimirim",48.000,361.700
1970,"-23.30.58","W","-50.02.23","S","guapirama","PR","Guapirama",520.000,189.500
1971,"-16.49.50","W","-49.31.55","S","guapo","GO","Guapó",707.000,523.100
1972,"-28.50.44","W","-51.53.25","S","guapore","RS","Guaporé",478.000,312.700
1973,"-23.20.35","W","-52.46.43","S","guaporema","PR","Guaporema",405.000,213.200
1974,"-20.25.42","W","-47.49.27","S","guara","SP","Guará",573.000,363.700
1975,"-06.51.17","W","-35.29.24","S","guarabira","PB","Guarabira",97.000,149.500
1976,"-21.01.42","W","-51.12.24","S","guaracai","SP","Guaraçaí",440.000,570.000
1977,"-22.58.23","W","-51.38.59","S","guaraci","PR","Guaraci",540.000,199.400
1978,"-20.29.55","W","-48.56.41","S","guaraci","SP","Guaraci",481.000,640.700
1979,"-20.34.15","W","-43.00.27","S","guaraciaba","MG","Guaraciaba",578.000,349.500
1980,"-26.35.57","W","-53.31.05","S","guaraciaba","SC","Guaraciaba",670.000,348.600
1981,"-04.10.01","W","-40.44.51","S","guaraciaba do norte","CE","Guaraciaba do Norte",902.000,537.100
1982,"-17.00.50","W","-43.40.23","S","guaraciama","MG","Guaraciama",795.000,393.500
1983,"-08.50.03","W","-48.30.37","S","guarai","TO","Guaraí",259.000,2277.200
1984,"-15.36.51","W","-50.01.26","S","guaraita","GO","Guaraíta",669.000,206.000
1985,"-04.15.48","W","-38.55.59","S","guaramiranga","CE","Guaramiranga",900.000,107.600
1986,"-26.28.23","W","-49.00.10","S","guaramirim","SC","Guaramirim",30.000,243.200
1987,"-21.17.57","W","-46.48.09","S","guaranesia","MG","Guaranésia",751.000,294.800
1988,"-21.21.08","W","-43.02.49","S","guarani","MG","Guarani",420.000,265.500
1989,"-20.04.29","W","-50.20.22","S","guarani d'oeste","SP","Guarani d'Oeste",499.000,84.800
1990,"-28.08.27","W","-54.33.29","S","guarani das missoes","RS","Guarani das Missões",267.000,292.600
1991,"-13.56.09","W","-46.28.49","S","guarani de goias","GO","Guarani de Goiás",521.000,1233.800
1992,"-25.06.03","W","-52.52.41","S","guaraniacu","PR","Guaraniaçu",923.000,1234.400
1993,"-21.53.42","W","-49.35.23","S","guaranta","SP","Guarantã",505.000,463.000
1994,"-09.47.15","W","-54.54.36","S","guaranta do norte","MT","Guarantã do Norte",345.000,2766.900
1995,"-20.40.00","W","-40.29.51","S","guarapari","ES","Guarapari",2.000,581.900
1996,"-25.23.43","W","-51.27.29","S","guarapuava","PR","Guarapuava",1098.000,3160.100
1997,"-25.18.24","W","-48.19.44","S","guaraquecaba","PR","Guaraqueçaba",20.000,2030.000
1998,"-21.43.55","W","-43.02.15","S","guarara","MG","Guarará",558.000,88.800
1999,"-21.15.39","W","-50.38.34","S","guararapes","SP","Guararapes",415.000,959.100
2000,"-23.24.54","W","-46.02.06","S","guararema","SP","Guararema",585.000,271.100
2001,"-16.35.02","W","-39.46.58","S","guaratinga","BA","Guaratinga",200.000,2334.600
2002,"-22.48.59","W","-45.11.33","S","guaratingueta","SP","Guaratinguetá",539.000,753.300
2003,"-25.52.58","W","-48.34.29","S","guaratuba","PR","Guaratuba",15.000,1329.900
2004,"-17.46.15","W","-47.05.54","S","guarda-mor","MG","Guarda-Mor",616.000,2072.300
2005,"-23.22.22","W","-48.11.03","S","guarei","SP","Guareí",635.000,567.600
2006,"-21.21.36","W","-48.13.42","S","guariba","SP","Guariba",618.000,271.200
2007,"-09.23.54","W","-43.41.12","S","guaribas","PI","Guaribas",520.000,3741.500
2008,"-14.43.54","W","-49.42.06","S","guarinos","GO","Guarinos",480.000,598.000
2009,"-23.59.35","W","-46.15.23","S","guaruja","SP","Guarujá",4.000,143.000
2010,"-26.23.07","W","-53.31.40","S","guaruja do sul","SC","Guarujá do Sul",707.000,99.500
2011,"-23.27.46","W","-46.32.00","S","guarulhos","SP","Guarulhos",759.000,317.900
2012,"-27.07.55","W","-52.47.14","S","guatambu","SC","Guatambú",530.000,206.300
2013,"-21.29.48","W","-48.02.16","S","guatapara","SP","Guatapará",512.000,413.700
2014,"-21.18.19","W","-46.42.46","S","guaxupe","MG","Guaxupé",829.000,286.700
2015,"-21.27.28","W","-56.06.51","S","guia lopes da laguna","MS","Guia Lopes da Laguna",272.000,1213.700
2016,"-21.09.07","W","-42.47.48","S","guidoval","MG","Guidoval",302.000,159.400
2017,"-02.07.59","W","-44.36.04","S","guimaraes","MA","Guimarães",41.000,616.600
2018,"-18.50.38","W","-46.47.35","S","guimarania","MG","Guimarânia",912.000,372.000
2019,"-16.20.58","W","-53.45.30","S","guiratinga","MT","Guiratinga",510.000,5376.600
2020,"-21.00.28","W","-42.43.04","S","guiricema","MG","Guiricema",298.000,295.200
2021,"-19.12.48","W","-49.47.11","S","gurinhata","MG","Gurinhatã",543.000,1836.700
2022,"-07.07.26","W","-35.25.28","S","gurinhem","PB","Gurinhém",104.000,226.100
2023,"-07.14.48","W","-36.29.22","S","gurjao","PB","Gurjão",491.000,336.900
2024,"-01.24.18","W","-51.38.24","S","gurupa","PA","Gurupá",20.000,8578.200
2025,"-11.43.45","W","-49.04.07","S","gurupi","TO","Gurupi",287.000,1846.600
2026,"-20.38.59","W","-50.39.43","S","guzolandia","SP","Guzolândia",465.000,254.400
2027,"-29.32.52","W","-51.25.32","S","harmonia","RS","Harmonia",126.000,48.600
2028,"-15.43.08","W","-49.49.45","S","heitorai","GO","Heitoraí",658.000,230.500
2029,"-22.04.02","W","-45.32.32","S","heliodora","MG","Heliodora",893.000,154.300
2030,"-10.41.00","W","-38.17.10","S","heliopolis","BA","Heliópolis",328.000,313.200
2031,"-22.00.13","W","-50.23.07","S","herculandia","SP","Herculândia",502.000,366.200
2032,"-32.01.25","W","-53.23.44","S","herval","RS","Herval",287.000,2798.300
2033,"-27.11.37","W","-51.29.41","S","herval d'oeste","SC","Herval d'Oeste",523.000,213.000
2034,"-29.24.24","W","-52.39.09","S","herveiras","RS","Herveiras",530.000,118.700
2035,"-04.24.29","W","-40.26.16","S","hidrolandia","CE","Hidrolândia",190.000,978.800
2036,"-16.57.44","W","-49.13.41","S","hidrolandia","GO","Hidrolândia",814.000,947.400
2037,"-14.43.28","W","-49.27.54","S","hidrolina","GO","Hidrolina",603.000,582.500
2038,"-22.37.59","W","-47.03.20","S","holambra","SP","Holambra",0.000,64.400
2039,"-26.08.28","W","-52.23.13","S","honorio serpa","PR","Honório Serpa",816.000,531.500
2040,"-04.05.09","W","-38.39.05","S","horizonte","CE","Horizonte",65.000,191.900
2041,"-27.37.33","W","-54.18.28","S","horizontina","RS","Horizontina",343.000,231.200
2042,"-22.51.30","W","-47.13.12","S","hortolandia","SP","Hortolândia",587.000,62.400
2043,"-05.59.19","W","-42.33.22","S","hugo napoleao","PI","Hugo Napoleão",232.000,279.000
2044,"-31.24.15","W","-53.52.10","S","hulha negra","RS","Hulha Negra",196.000,1147.200
2045,"-07.30.22","W","-63.01.15","S","humaita","AM","Humaitá",58.000,33213.000
2046,"-27.33.47","W","-53.58.27","S","humaita","RS","Humaitá",466.000,142.500
2047,"-02.35.54","W","-43.27.40","S","humberto de campos","MA","Humberto de Campos",17.000,2424.100
2048,"-21.53.24","W","-49.01.29","S","iacanga","SP","Iacanga",422.000,549.500
2049,"-14.05.45","W","-46.37.54","S","iaciara","GO","Iaciara",571.000,1631.300
2050,"-21.51.30","W","-50.41.22","S","iacri","SP","Iacri",499.000,324.900
2051,"-12.46.02","W","-40.12.42","S","iacu","BA","Iaçu",242.000,2452.100
2052,"-19.26.12","W","-42.13.04","S","iapu","MG","Iapu",430.000,338.400
2053,"-22.52.15","W","-49.09.46","S","iaras","SP","Iaras",648.000,402.400
2054,"-09.02.45","W","-36.50.46","S","iati","PE","Iati",487.000,567.500
2055,"-23.50.55","W","-50.11.16","S","ibaiti","PR","Ibaiti",760.000,918.500
2056,"-29.25.10","W","-53.08.05","S","ibarama","RS","Ibarama",317.000,195.100
